pl_hostname,pl_name,pl_discmethod,pl_pnum,pl_orbper,gaia_dist,st_teff,st_mass,st_rad,pl_eqt,pl_masse,pl_rade,pl_ratdor,pl_disc,pl_telescope,pl_pelink,pl_edelink,st_spstr,st_logg,st_lum,st_dens,st_metfe,st_metratio,st_age
11 Com,11 Com b,Radial Velocity,1,326.03000000,93.37,4742.00,2.70,19.00,,,,,2007,2.16 m Telescope,http://exoplanet.eu/catalog/11_com_b/,http://exoplanets.org/detail/11_Com_b,K0 III,2.31,2.243,,-0.350,[Fe/H],
11 UMi,11 UMi b,Radial Velocity,1,516.21997000,125.72,4213.00,2.78,29.79,,,,,2009,2.0 m Alfred Jensch Telescope,http://exoplanet.eu/catalog/11_umi_b/,http://exoplanets.org/detail/11_UMi_b,K4 III,1.93,,,-0.020,[Fe/H],
14 And,14 And b,Radial Velocity,1,185.84000000,75.59,4813.00,2.20,11.00,,,,,2008,1.88 m Telescope,http://exoplanet.eu/catalog/14_and_b/,http://exoplanets.org/detail/14_And_b,G8 III,2.63,1.763,,-0.240,[Fe/H],
14 Her,14 Her b,Radial Velocity,1,1773.40002000,17.94,5338.00,0.90,0.93,,,,,2002,10 m Keck I Telescope,http://exoplanet.eu/catalog/14_her_b/,http://exoplanets.org/detail/14_Her_b,K0 V,4.45,,,0.410,[Fe/H],
16 Cyg B,16 Cyg B b,Radial Velocity,1,798.50000000,21.15,5750.00,1.08,1.13,,,,,1996,Multiple Telescopes,http://exoplanet.eu/catalog/16_cyg_b_b/,http://exoplanets.org/detail/16_Cyg_B_b,G2.5 V,4.36,,,0.060,[Fe/H],
18 Del,18 Del b,Radial Velocity,1,993.30000000,76.38,4979.00,2.30,8.50,,,,,2008,1.88 m Telescope,http://exoplanet.eu/catalog/18_del_b/,http://exoplanets.org/detail/18_Del_b,G6 III,2.82,1.602,,-0.052,[Fe/H],
1RXS J160929.1-210524,1RXS J160929.1-210524 b,Imaging,1,,139.67,4060.00,0.85,,1700,3000.00000,,,2008,8.19 m Gemini North Telescope,http://exoplanet.eu/catalog/1rxs_1609_b/,,K7 V,,-0.370,,,,0.005
24 Boo,24 Boo b,Radial Velocity,1,30.35060000,96.25,4893.00,0.99,10.64,,,,,2018,1.88 m Telescope,http://exoplanet.eu/catalog/24_boo_b/,,G3 IV,2.42,1.774,,-0.770,[Fe/H],6.920
24 Sex,24 Sex b,Radial Velocity,2,452.80000000,72.21,5098.00,1.54,4.90,,,,,2010,3.0 m C. Donald Shane Telescope,http://exoplanet.eu/catalog/24_sex_b/,http://exoplanets.org/detail/24_Sex_b,K0 IV,3.50,1.164,,-0.030,[Fe/H],2.700
24 Sex,24 Sex c,Radial Velocity,2,883.00000000,72.21,5098.00,1.54,4.90,,,,,2010,3.0 m C. Donald Shane Telescope,http://exoplanet.eu/catalog/24_sex_c/,http://exoplanets.org/detail/24_Sex_c,K0 IV,3.50,1.164,,-0.030,[Fe/H],2.700
2MASS J01225093-2439505,2MASS J01225093-2439505 b,Imaging,1,,33.86,3530.00,0.40,,,7786.50000,,,2013,10 m Keck II Telescope,http://exoplanet.eu/catalog/2m_0122-24_b/,,M3.5 V,,-1.720,,,,0.120
2MASS J02192210-3925225,2MASS J02192210-3925225 b,Imaging,1,,40.09,3064.00,0.11,0.28,,4417.83700,16.141,,2015,1.5 m CTIO Telescope,http://exoplanet.eu/catalog/2m_0219-39_b/,,M6,4.59,-2.230,,,,0.035
2MASS J04414489+2301513,2MASS J04414489+2301513 b,Imaging,1,,120.42,,0.02,,,2383.60000,,,2010,2.4 m Hubble Space Telescope,http://exoplanet.eu/catalog/2m_0441%2B23_b/,,M8.5,,,,,,0.001
2MASS J12073346-3932539,2MASS J12073346-3932539 b,Imaging,1,,64.42,,0.02,,1150,1271.00000,,,2004,8.2 m ESO VLT UT4 Yepun Telescope,http://exoplanet.eu/catalog/2m1207_b/,,M8,,,,,,0.008
2MASS J19383260+4603591,2MASS J19383260+4603591 b,Eclipse Timing Variations,1,416.00000000,400.77,,0.48,,,603.87700,,,2015,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/2m_1938%2B46_b/,,,,,,,,
2MASS J21402931+1625183 A,2MASS J21402931+1625183 A b,Imaging,1,7336.50000000,33.12,2300.00,0.08,0.12,2075,6657.48000,10.310,,2009,10 m Keck II Telescope,http://exoplanet.eu/catalog/2m_2140+16_b/,,M8.5,,-3.480,,,,
2MASS J22362452+4751425,2MASS J22362452+4751425 b,Imaging,1,,69.71,4045.00,0.60,,,3972.87500,,,2016,10 m Keck II Telescope,http://exoplanet.eu/catalog/2m_2236%2B4751_b/,,K7 V,,,,,,0.120
30 Ari B,30 Ari B b,Radial Velocity,1,335.10001000,44.71,6331.00,1.93,1.41,,,,,2009,2.0 m Alfred Jensch Telescope,http://exoplanet.eu/catalog/30_ari_b_b/,http://exoplanets.org/detail/30_Ari_B_b,F6 V,4.43,,,0.190,[Fe/H],
4 UMa,4 UMa b,Radial Velocity,1,269.30000000,73.58,4415.00,1.23,18.11,,,,,2006,2.0 m Alfred Jensch Telescope,http://exoplanet.eu/catalog/4_uma_b/,http://exoplanets.org/detail/4_UMa_b,K1 III,1.80,,,-0.250,[Fe/H],4.604
42 Dra,42 Dra b,Radial Velocity,1,479.10000000,90.86,4200.00,0.98,22.03,,,,,2008,2.0 m Alfred Jensch Telescope,http://exoplanet.eu/catalog/42_dra_b/,http://exoplanets.org/detail/42_Dra_b,K1.5 III,1.71,,,-0.460,[Fe/H],9.490
47 UMa,47 UMa c,Radial Velocity,3,2391.00000000,13.80,5892.00,1.03,1.23,,,,,2001,3.0 m C. Donald Shane Telescope,http://exoplanet.eu/catalog/47_uma_c/,http://exoplanets.org/detail/47_UMa_c,G0 V,4.27,,,0.000,[Fe/H],7.300
47 UMa,47 UMa d,Radial Velocity,3,14002.00000000,13.80,5892.00,1.03,1.23,,,,,2009,3.0 m C. Donald Shane Telescope,http://exoplanet.eu/catalog/47_uma_d/,,G0 V,4.27,,,0.000,[Fe/H],7.300
47 UMa,47 UMa b,Radial Velocity,3,1078.00000000,13.80,5892.00,1.03,1.23,,,,,1996,3.0 m C. Donald Shane Telescope,http://exoplanet.eu/catalog/47_uma_b/,http://exoplanets.org/detail/47_UMa_b,G0 V,4.27,,,0.000,[Fe/H],7.300
51 Eri,51 Eri b,Imaging,1,11688.00000000,29.78,,1.75,,,,,,2015,8.19 m Gemini South Telescope,http://exoplanet.eu/catalog/51_eri_b/,,F0 IV,,0.850,,-0.027,[M/H],0.020
51 Peg,51 Peg b,Radial Velocity,1,4.23078500,15.47,5793.00,1.12,1.20,,,,,1995,1.93 m Telescope,http://exoplanet.eu/catalog/51_peg_b/,http://exoplanets.org/detail/51_Peg_b,G2.5 IV,4.33,,,0.200,[Fe/H],4.000
55 Cnc,55 Cnc e,Radial Velocity,5,0.73653900,12.59,5196.00,0.91,0.94,,8.08000,1.910,,2004,9.2 m Hobby-Eberly Telescope,http://exoplanet.eu/catalog/55_cnc_e/,http://exoplanets.org/detail/55_Cnc_e,G8 V,4.45,-0.235,,0.310,[Fe/H],10.200
55 Cnc,55 Cnc f,Radial Velocity,5,262.00000000,12.59,5196.00,0.91,0.94,,44.81200,,,2007,Multiple Telescopes,http://exoplanet.eu/catalog/55_cnc_f/,http://exoplanets.org/detail/55_Cnc_f,G8 V,4.45,-0.235,,0.310,[Fe/H],10.200
55 Cnc,55 Cnc c,Radial Velocity,5,44.41750000,12.59,5196.00,0.91,0.94,,54.47380,,,2004,9.2 m Hobby-Eberly Telescope,http://exoplanet.eu/catalog/55_cnc_c/,http://exoplanets.org/detail/55_Cnc_c,G8 V,4.45,-0.235,,0.310,[Fe/H],10.200
55 Cnc,55 Cnc b,Radial Velocity,5,14.65152000,12.59,5196.00,0.91,0.94,,263.97850,,,1996,3.0 m C. Donald Shane Telescope,http://exoplanet.eu/catalog/55_cnc_b/,http://exoplanets.org/detail/55_Cnc_b,G8 V,4.45,-0.235,,0.310,[Fe/H],10.200
55 Cnc,55 Cnc d,Radial Velocity,5,4825.00000000,12.59,5196.00,0.91,0.94,,1232.49300,,,2002,3.0 m C. Donald Shane Telescope,http://exoplanet.eu/catalog/55_cnc_d/,http://exoplanets.org/detail/55_Cnc_d,G8 V,4.45,-0.235,,0.310,[Fe/H],10.200
6 Lyn,6 Lyn b,Radial Velocity,1,934.30000000,54.74,4938.00,1.44,5.20,,,,,2008,1.88 m Telescope,http://exoplanet.eu/catalog/6_lyn_b/,http://exoplanets.org/detail/6_Lyn_b,K0 III-IV,3.19,,,,,
61 Vir,61 Vir c,Radial Velocity,3,38.02100000,8.51,5577.00,0.94,0.96,,,,,2009,Multiple Telescopes,http://exoplanet.eu/catalog/61_vir_c/,http://exoplanets.org/detail/61_Vir_c,G5 V,4.34,-0.095,,-0.010,[Fe/H],8.960
61 Vir,61 Vir d,Radial Velocity,3,123.01000000,8.51,5577.00,0.94,0.96,,,,,2009,Multiple Telescopes,http://exoplanet.eu/catalog/61_vir_d/,http://exoplanets.org/detail/61_Vir_d,G5 V,4.34,-0.095,,-0.010,[Fe/H],8.960
61 Vir,61 Vir b,Radial Velocity,3,4.21500000,8.51,5577.00,0.94,0.96,,,,,2009,Multiple Telescopes,http://exoplanet.eu/catalog/61_vir_b/,http://exoplanets.org/detail/61_Vir_b,G5 V,4.34,-0.095,,-0.010,[Fe/H],8.960
7 CMa,7 CMa b,Radial Velocity,2,735.10000000,19.82,4826.00,1.34,4.87,,,,,2011,3.9 m Anglo-Australian Telescope,http://exoplanet.eu/catalog/7_cma_b/,http://exoplanets.org/detail/7_CMa_b,K1 III,3.19,1.063,,0.210,[Fe/H],4.300
7 CMa,7 CMa c,Radial Velocity,2,996.00000000,19.82,4826.00,1.34,4.87,,,,,2019,Multiple Telescopes,http://exoplanet.eu/catalog/7_cma_c/,,K1 III,3.19,1.063,,0.210,[Fe/H],4.300
70 Vir,70 Vir b,Radial Velocity,1,116.68800000,17.91,5495.00,1.09,1.89,,,,,1996,3.0 m C. Donald Shane Telescope,http://exoplanet.eu/catalog/70_vir_b/,http://exoplanets.org/detail/70_Vir_b,G4 V,3.95,,,,,
75 Cet,75 Cet b,Radial Velocity,1,691.90000000,83.15,4846.00,2.49,10.50,,,,,2012,1.88 m Telescope,http://exoplanet.eu/catalog/75_cet_b/,http://exoplanets.org/detail/75_Cet_b,G3 III,2.63,1.730,,0.000,[Fe/H],
8 UMi,8 UMi b,Radial Velocity,1,93.40000000,163.32,4847.00,1.44,10.30,,,,,2015,1.8 m Telescope,http://exoplanet.eu/catalog/8_umi_b/,,K0,2.57,,,-0.030,[Fe/H],
81 Cet,81 Cet b,Radial Velocity,1,952.70000000,101.53,4785.00,2.40,11.00,,,,,2008,1.88 m Telescope,http://exoplanet.eu/catalog/81_cet_b/,http://exoplanets.org/detail/81_Cet_b,G5 III,2.35,1.778,,-0.060,[Fe/H],
91 Aqr,91 Aqr b,Radial Velocity,1,181.40000000,44.08,4665.00,1.40,11.00,,,,,2013,0.6 m Coude Auxiliary Telescope,http://exoplanet.eu/catalog/91_aqr_b/,http://exoplanets.org/detail/91_Aqr_b,K0 III,2.52,,,-0.030,[Fe/H],3.560
AB Pic,AB Pic b,Imaging,1,,50.12,,,,,4290.50000,,,2005,8.2 m ESO VLT UT4 Yepun Telescope,http://exoplanet.eu/catalog/ab_pic_b/,,K2 V,,,,,,0.030
BD+03 2562,BD+03 2562 b,Radial Velocity,1,481.90000000,1106.93,4095.00,1.14,32.35,,,,8.640000,2017,Multiple Telescopes,,,,1.89,2.700,,-0.710,[Fe/H],5.200
BD+14 4559,BD+14 4559 b,Radial Velocity,1,268.94000000,49.42,4864.00,0.49,0.86,,,,,2009,9.2 m Hobby-Eberly Telescope,http://exoplanet.eu/catalog/bd%2B14_4559_b/,http://exoplanets.org/detail/BD_+14_4559_b,K2 V,4.26,,,0.170,[Fe/H],
BD+15 2375,BD+15 2375 b,Radial Velocity,1,153.22000000,785.38,4649.00,1.08,8.95,,,,,2016,3.58 m Telescopio Nazionale Galileo,http://exoplanet.eu/catalog/bd%2B15_2375_b/,,G5,2.61,1.570,,-0.220,[Fe/H],7.410
BD+15 2940,BD+15 2940 b,Radial Velocity,1,137.48000000,431.61,4796.00,1.10,14.70,,,,,2013,9.2 m Hobby-Eberly Telescope,http://exoplanet.eu/catalog/bd+15_2940_b/,,K0,2.80,2.010,,0.280,[Fe/H],7.100
BD+20 2457,BD+20 2457 c,Radial Velocity,2,621.99000000,1670.85,4259.00,10.83,71.02,,,,,2009,9.2 m Hobby-Eberly Telescope,http://exoplanet.eu/catalog/bd%2B20_2457_c/,http://exoplanets.org/detail/BD_+20_2457_c,K2 II,1.77,,,-0.790,[Fe/H],
BD+20 2457,BD+20 2457 b,Radial Velocity,2,379.63000000,1670.85,4259.00,10.83,71.02,,,,,2009,9.2 m Hobby-Eberly Telescope,http://exoplanet.eu/catalog/bd%2B20_2457_b/,http://exoplanets.org/detail/BD_+20_2457_b,K2 II,1.77,,,-0.790,[Fe/H],
BD+20 274,BD+20 274 b,Radial Velocity,1,578.20000000,1383.85,4296.00,0.80,17.30,,,,,2012,9.2 m Hobby-Eberly Telescope,http://exoplanet.eu/catalog/bd+20_274_c/,,K5 III,1.99,1.960,,-0.460,[Fe/H],
BD+20 594,BD+20 594 b,Transit,1,41.68550000,180.39,5766.00,1.67,1.08,,22.24810,2.578,55.800000,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/bd%2B20_594_b/,,G,4.50,,1.8900,-0.150,[Fe/H],
BD+48 738,BD+48 738 b,Radial Velocity,1,392.60000000,892.17,4414.00,0.74,11.00,,,,,2011,9.2 m Hobby-Eberly Telescope,http://exoplanet.eu/catalog/bd%2B48_738_b/,http://exoplanets.org/detail/BD_+48_738_b,K0 III,2.24,1.690,,-0.200,[Fe/H],
BD+48 740,BD+48 740 b,Radial Velocity,1,733.00000000,678.94,4534.00,1.09,10.33,,,,,2018,Multiple Telescopes,,,K3 III,2.48,1.640,,-0.130,[Fe/H],
BD+49 828,BD+49 828 b,Radial Velocity,1,2590.00000000,447.59,4943.00,1.52,7.60,,,,,2015,9.2 m Hobby-Eberly Telescope,http://exoplanet.eu/catalog/bd%2B49_828_b/,,K0,2.85,1.470,,-0.190,[Fe/H],2.340
BD-06 1339,BD-06 1339 b,Radial Velocity,2,3.87280000,20.28,4324.00,0.70,,,,,,2013,3.6 m ESO Telescope,http://exoplanet.eu/catalog/bd-06_1339_b/,,K7/M0 V,4.74,-1.022,,-0.140,[Fe/H],4.400
BD-06 1339,BD-06 1339 c,Radial Velocity,2,125.94000000,20.28,4324.00,0.70,,,,,,2013,3.6 m ESO Telescope,http://exoplanet.eu/catalog/bd-06_1339_c/,,K7/M0 V,4.74,-1.022,,-0.140,[Fe/H],4.400
BD-08 2823,BD-08 2823 c,Radial Velocity,2,237.60000000,41.38,4816.00,0.50,0.71,,,,,2009,3.6 m ESO Telescope,http://exoplanet.eu/catalog/bd-08_2823_c/,http://exoplanets.org/detail/BD_-08_2823_c,K3 V,4.43,,,-0.060,[Fe/H],
BD-08 2823,BD-08 2823 b,Radial Velocity,2,5.60000000,41.38,4816.00,0.50,0.71,,,,,2009,3.6 m ESO Telescope,http://exoplanet.eu/catalog/bd-08_2823_b/,http://exoplanets.org/detail/BD_-08_2823_b,K3 V,4.43,,,-0.060,[Fe/H],
BD-10 3166,BD-10 3166 b,Radial Velocity,1,3.48777000,84.61,5393.00,1.47,0.91,,,,,2000,10 m Keck I Telescope,http://exoplanet.eu/catalog/bd-10_3166_b/,http://exoplanets.org/detail/BD_-10_3166_b,K0 V,4.69,,,0.380,[Fe/H],
BD-11 4672,BD-11 4672 b,Radial Velocity,1,1667.00000000,27.19,4475.00,0.57,0.52,,,,,2014,3.6 m ESO Telescope,http://exoplanet.eu/catalog/bd-11_4672_b/,,K7 V,4.10,,,-0.480,[Fe/H],4.400
BD-13 2130,BD-13 2130 b,Radial Velocity,1,714.29999000,948.75,4545.00,2.12,19.17,,,,,2007,1.2 m Leonhard Euler Telescope,http://exoplanet.eu/catalog/ngc_2423_3_b/,http://exoplanets.org/detail/NGC_2423_3_b,G5 IV/V,2.20,,,-0.080,[Fe/H],
BD-17 63,BD-17 63 b,Radial Velocity,1,655.60000000,34.49,4714.00,0.74,0.69,,,,,2008,3.6 m ESO Telescope,http://exoplanet.eu/catalog/bd-17_63_b/,http://exoplanets.org/detail/HIP_2247_b,K5 V,4.26,-0.678,,-0.030,[Fe/H],4.300
CFBDSIR J145829+101343,CFBDSIR J145829+101343 b,Imaging,1,10037.50000000,,580.50,0.02,,370,3337.10000,,,2011,10 m Keck II Telescope,http://exoplanet.eu/catalog/cfbds_1458_a/,,,4.72,,,,,
CHXR 73,CHXR 73 b,Imaging,1,,191.05,,0.35,,,3994.48600,,,2006,2.4 m Hubble Space Telescope,http://exoplanet.eu/catalog/chxr_73_b/,,M3.5,,,,,,0.002
CI Tau,CI Tau b,Radial Velocity,1,8.98910000,158.71,,0.90,,,3686.82800,,,2019,Multiple Telescopes,http://exoplanet.eu/catalog/ci_tau_b/,,K7,,-0.108,,,,0.003
CT Cha,CT Cha b,Imaging,1,,191.78,,,,2600,5403.00000,24.660,,2007,8.2 m ESO VLT UT4 Yepun Telescope,http://exoplanet.eu/catalog/ct_cha_b/,,K5e,,,,,,0.002
CoRoT-1,CoRoT-1 b,Transit,1,1.50895570,805.31,5950.00,0.95,1.11,1898,327.35000,16.700,4.920000,2008,0.27 m CoRoT Telescope,http://exoplanet.eu/catalog/corot-1_b/,http://exoplanets.org/detail/CoRoT-1_b,G0 V,4.25,,,-0.300,[M/H],
CoRoT-10,CoRoT-10 b,Transit,1,13.24060000,341.65,5075.00,0.89,0.79,600,874.00000,10.870,31.330000,2010,0.27 m CoRoT Telescope,http://exoplanet.eu/catalog/corot-10_b/,http://exoplanets.org/detail/CoRoT-10_b,K1 V,4.65,,3.3200,0.260,[Fe/H],3.000
CoRoT-11,CoRoT-11 b,Transit,1,2.99433000,666.35,6440.00,1.27,1.37,1657,740.51000,16.030,6.890000,2010,0.27 m CoRoT Telescope,http://exoplanet.eu/catalog/corot-11_b/,http://exoplanets.org/detail/CoRoT-11_b,F6 V,4.22,,0.6900,-0.030,[Fe/H],2.000
CoRoT-12,CoRoT-12 b,Transit,1,2.82804200,1161.12,5675.00,1.08,1.12,1442,291.43800,16.140,,2010,0.27 m CoRoT Telescope,http://exoplanet.eu/catalog/corot-12_b/,http://exoplanets.org/detail/CoRoT-12_b,,4.38,,1.0800,0.160,[Fe/H],6.300
CoRoT-13,CoRoT-13 b,Transit,1,4.03519000,1184.91,5945.00,1.09,1.01,1700,415.70400,9.920,10.810000,2010,0.27 m CoRoT Telescope,http://exoplanet.eu/catalog/corot-13_b/,http://exoplanets.org/detail/CoRoT-13_b,G0 V,4.46,,1.4680,0.010,[Fe/H],1.635
CoRoT-14,CoRoT-14 b,Transit,1,1.51214000,1826.96,6035.00,1.13,1.21,1952,2415.40000,12.220,4.780000,2010,0.27 m CoRoT Telescope,http://exoplanet.eu/catalog/corot-14_b/,http://exoplanets.org/detail/CoRoT-14_b,F9 V,4.35,,0.9100,0.050,[Fe/H],4.200
CoRoT-16,CoRoT-16 b,Transit,1,5.35227000,745.96,5650.00,1.10,1.19,,170.03200,13.110,11.200000,2011,0.27 m CoRoT Telescope,http://exoplanet.eu/catalog/corot-16_b/,http://exoplanets.org/detail/CoRoT-16_b,G5 V,4.36,,0.9300,0.190,[M/H],6.730
CoRoT-17,CoRoT-17 b,Transit,1,3.76810000,1214.51,5740.00,1.04,1.59,1626,772.29000,11.430,6.230000,2011,0.27 m CoRoT Telescope,http://exoplanet.eu/catalog/corot-17_b/,http://exoplanets.org/detail/CoRoT-17_b,G2 V,4.40,,0.3200,0.000,[Fe/H],10.700
CoRoT-18,CoRoT-18 b,Transit,1,1.90006930,780.87,5440.00,0.95,1.00,1550,1102.82000,14.680,6.350000,2011,0.27 m CoRoT Telescope,http://exoplanet.eu/catalog/corot-18_b/,http://exoplanets.org/detail/CoRoT-18_b,G9 V,4.40,,1.3500,-0.100,[Fe/H],
CoRoT-19,CoRoT-19 b,Transit,1,3.89713000,807.99,6090.00,1.21,1.65,2000,352.78000,14.460,6.700000,2011,0.27 m CoRoT Telescope,http://exoplanet.eu/catalog/corot-19_b/,http://exoplanets.org/detail/CoRoT-19_b,F9 V,4.07,0.544,0.3800,-0.020,[Fe/H],5.000
CoRoT-2,CoRoT-2 b,Transit,1,1.74299350,214.56,5625.00,0.96,0.91,,1102.82000,16.432,,2008,0.27 m CoRoT Telescope,http://exoplanet.eu/catalog/corot-2_b/,http://exoplanets.org/detail/CoRoT-2_b,,,,1.8140,,,2.700
CoRoT-20,CoRoT-20 b,Transit,2,9.24285000,864.31,,1.14,,,1366.66900,,,2011,0.27 m CoRoT Telescope,http://exoplanet.eu/catalog/corot-20_b/,,G2 V,,,,,,
CoRoT-20,CoRoT-20 c,Radial Velocity,2,1675.00000000,864.31,,1.14,,,,,,2018,Multiple Telescopes,http://exoplanet.eu/catalog/corot-20_c/,,G2 V,,,,,,
CoRoT-21,CoRoT-21 b,Transit,1,2.72474000,1398.83,6200.00,1.29,1.95,,718.29580,14.572,4.600000,2012,0.27 m CoRoT Telescope,http://exoplanet.eu/catalog/corot-21_b/,,F8 IV,3.70,,0.2550,0.000,[Fe/H],4.100
CoRoT-22,CoRoT-22 b,Transit,1,9.75598000,638.47,5939.00,1.10,1.14,885,12.20000,4.880,17.300000,2014,0.27 m CoRoT Telescope,http://exoplanet.eu/catalog/corot-22_b/,,G3 V,4.36,,1.0270,0.170,[Fe/H],3.300
CoRoT-23,CoRoT-23 b,Transit,1,3.63130000,1092.40,5900.00,1.14,1.61,1660,889.90000,11.770,6.850000,2011,0.27 m CoRoT Telescope,http://exoplanet.eu/catalog/corot-23_b/,http://exoplanets.org/detail/CoRoT-23_b,G0 V,4.30,,0.5000,0.050,[Fe/H],7.200
CoRoT-24,CoRoT-24 b,Transit,2,5.11340000,601.22,4950.00,0.91,0.86,1070,5.70000,3.700,10.900000,2014,0.27 m CoRoT Telescope,http://exoplanet.eu/catalog/corot-24_b/,,K1 V,4.55,,,0.300,[Fe/H],11.000
CoRoT-24,CoRoT-24 c,Transit,2,11.75900000,601.22,4950.00,0.91,0.86,850,28.00000,5.000,18.000000,2014,0.27 m CoRoT Telescope,http://exoplanet.eu/catalog/corot-24_c/,,K1 V,4.55,,,0.300,[Fe/H],11.000
CoRoT-25,CoRoT-25 b,Transit,1,4.86069000,1137.85,6040.00,1.09,1.19,1330,85.81000,12.110,10.200000,2013,0.27 m CoRoT Telescope,http://exoplanet.eu/catalog/corot-25_b/,http://exoplanets.org/detail/CoRoT-25_b,F9,4.31,,,-0.010,[Fe/H],4.500
CoRoT-26,CoRoT-26 b,Transit,1,4.20474000,,5590.00,1.09,1.79,1600,165.26000,14.120,6.280000,2013,0.27 m CoRoT Telescope,http://exoplanet.eu/catalog/corot-26_b/,http://exoplanets.org/detail/CoRoT-26_b,G5,3.99,,,0.010,[Fe/H],8.600
CoRoT-27,CoRoT-27 b,Transit,1,3.57532000,1035.15,5900.00,1.05,1.08,1500,3302.11000,11.287,9.480000,2014,0.27 m CoRoT Telescope,http://exoplanet.eu/catalog/corot-27_b/,http://exoplanets.org/detail/CoRoT-27_b,G2,4.40,,1.2400,-0.100,[M/H],4.210
CoRoT-28,CoRoT-28 b,Transit,1,5.20851000,783.18,5150.00,1.01,1.78,,153.82972,10.705,7.290000,2015,0.27 m CoRoT Telescope,http://exoplanet.eu/catalog/corot-28_b/,,G8/9 IV,3.60,,0.2700,0.150,[Fe/H],12.000
CoRoT-29,CoRoT-29 b,Transit,1,2.85057000,822.62,5260.00,0.97,0.90,,270.15550,10.088,9.220000,2015,0.27 m CoRoT Telescope,http://exoplanet.eu/catalog/corot-29_b/,,K0 V,4.30,,1.8250,0.200,[Fe/H],4.500
CoRoT-3,CoRoT-3 b,Transit,1,4.25680000,784.49,6740.00,1.37,1.56,,6883.91000,11.320,7.800000,2008,0.27 m CoRoT Telescope,http://exoplanet.eu/catalog/corot-3_b/,http://exoplanets.org/detail/CoRoT-3_b,F3 V,4.22,,,,,2.200
CoRoT-4,CoRoT-4 b,Transit,1,9.20205000,741.60,6190.00,1.16,1.17,1074,228.83000,13.340,17.360000,2008,0.27 m CoRoT Telescope,http://exoplanet.eu/catalog/corot-4_b/,http://exoplanets.org/detail/CoRoT-4_b,,4.41,,,,,1.000
CoRoT-5,CoRoT-5 b,Transit,1,4.03789620,904.65,6100.00,1.00,1.19,1438,148.42000,15.558,,2009,0.27 m CoRoT Telescope,http://exoplanet.eu/catalog/corot-5_b/,http://exoplanets.org/detail/CoRoT-5_b,F9 V,4.19,,,-0.250,[M/H],6.900
CoRoT-6,CoRoT-6 b,Transit,1,8.88659300,657.24,6090.00,1.05,1.02,1017,940.74000,13.068,17.940000,2009,0.27 m CoRoT Telescope,http://exoplanet.eu/catalog/corot-6_b/,http://exoplanets.org/detail/CoRoT-6_b,F9 V,4.43,,,-0.200,[Fe/H],
CoRoT-7,CoRoT-7 b,Transit,2,0.85359163,160.64,5275.00,0.82,0.83,,3.17830,1.681,4.260000,2009,0.27 m CoRoT Telescope,http://exoplanet.eu/catalog/corot-7_b/,http://exoplanets.org/detail/CoRoT-7_b,G9 V,4.50,,2.0000,0.050,[Fe/H],
CoRoT-7,CoRoT-7 c,Radial Velocity,2,3.69800000,160.64,5275.00,0.82,0.83,,8.40000,,,2009,0.27 m CoRoT Telescope,http://exoplanet.eu/catalog/corot-7_c/,,G9 V,4.50,,2.0000,0.050,[Fe/H],
CoRoT-8,CoRoT-8 b,Transit,1,6.21229000,325.03,5080.00,0.88,0.77,,69.92000,6.390,17.600000,2010,0.27 m CoRoT Telescope,http://exoplanet.eu/catalog/corot-8_b/,http://exoplanets.org/detail/CoRoT-8_b,K1 V,4.58,,2.7000,0.300,[M/H],3.000
CoRoT-9,CoRoT-9 b,Transit,1,95.27265600,417.89,5625.00,0.96,0.96,420,266.97720,11.949,89.900000,2009,0.27 m CoRoT Telescope,http://exoplanet.eu/catalog/corot-9_b/,http://exoplanets.org/detail/CoRoT-9_b,G3 V,4.54,,1.5100,-0.010,[Fe/H],6.000
CoRoTID 223977153,CoRoTID 223977153 b,Transit,1,6.71837000,586.20,5970.00,1.08,0.79,938,47.67450,6.389,,2017,0.27 m CoRoT Telescope,http://exoplanet.eu/catalog/corot-32_b/,,G0 VI,4.67,-0.155,,0.000,[Fe/H],
DE CVn,DE CVn b,Eclipse Timing Variations,1,4098.10000000,30.55,,0.51,,,,,,2018,Multiple Telescopes,http://exoplanet.eu/catalog/de_cvn_b/,,,,,,,,
DENIS-P J082303.1-491201,DENIS-P J082303.1-491201 b,Astrometry,1,246.36000000,20.67,,0.07,,,9057.77000,,,2013,8.2 m ESO VLT UT1 Antu Telescope,,,L1.5,,,,,,1.000
DH Tau,DH Tau b,Imaging,1,,135.35,,0.33,0.27,,3496.00000,,,2004,8.2 m Subaru Telescope,http://exoplanet.eu/catalog/dh_tau_b/,,M0.5,,,,,,0.001
DMPP-1,DMPP-1 b,Radial Velocity,4,18.57000000,62.65,6196.00,1.21,1.26,877,,,,2019,3.6 m ESO Telescope,http://exoplanet.eu/catalog/hd_38677_b/,,F8 V,4.41,,,,,2.010
DMPP-1,DMPP-1 e,Radial Velocity,4,5.51600000,62.65,6196.00,1.21,1.26,1314,,,,2019,3.6 m ESO Telescope,http://exoplanet.eu/catalog/hd_38677_e/,,F8 V,4.41,,,,,2.010
